AirWayBill;Carrier Prefix;Flight No.;Airport of Departure (code);Final Destination (code);Picked Up (Date);ETD;ETA;Docs released / Delivered (Date)
MIL149553;AZ;9951;MIL;ICN;;2019-03-24 10:00:00.0;2019-03-25 15:00:00.0;
MIL149125;TP;831;FCO;GIG;;2019-03-24 10:00:00.0;2019-03-25 10:00:00.0;
MUC027660;LH;101;MUC;CAI;;2019-03-24 10:00:00.0;2019-03-25 01:55:00.0;
MIL149446;AZ;9951;MIL;ICN;;2019-03-24 10:00:00.0;2019-03-25 15:00:00.0;
06535355740;SV;944;MIL;DMM;;2019-03-24 10:00:00.0;2019-03-24 18:00:00.0;
ROM912040;AZ;9951;MIL;ICN;;2019-03-24 10:00:00.0;2019-03-25 15:00:00.0;
02037532983;LH;8290;MUC;CAI;;2019-03-24 10:00:00.0;2019-03-25 01:55:00.0;
MHG007573;AA;705;FRA;CLT;;2019-03-24 10:15:00.0;2019-03-24 14:20:00.0;
LHR300109;AY;1332;LHR;BKK;;2019-03-24 10:20:00.0;2019-03-25 07:15:00.0;
MIA974476;QT;601;MIA;LIM;;2019-03-24 10:30:00.0;2019-03-24 15:15:00.0;
MIA974463;5Y;033;MIA;SCL;;2019-03-24 10:30:00.0;2019-03-24 22:55:00.0;
02032725464;LH;454;DUS;SFO;;2019-03-24 10:30:00.0;2019-03-24 12:55:00.0;
MIA974451;QT;601;MIA;LIM;;2019-03-24 10:30:00.0;2019-03-24 15:15:00.0;
80704348396;D7;506/26;SGN;ICN;;2019-03-24 10:35:00.0;2019-03-26 08:20:00.0;
SGN577253;D7;506/26;SGN;ICN;;2019-03-24 10:35:00.0;2019-03-26 08:20:00.0;
13152507965;JL;717/24;NRT;BKK;;2019-03-24 10:40:00.0;2019-03-24 15:35:00.0;
NRT212994;JL;717/24;NRT;BKK;;2019-03-24 10:40:00.0;2019-03-24 15:35:00.0;
NRT213013;JL;717/24;NRT;BKK;;2019-03-24 10:40:00.0;2019-03-24 15:35:00.0;
NRT212842;JL;717/24;NRT;BKK;;2019-03-24 10:40:00.0;2019-03-24 15:35:00.0;
LAX547942;AA;027;LAX;NRT;;2019-03-24 10:45:00.0;2019-03-26 21:45:00.0;
CVG213436;CI;5321;JFK;MNL;;2019-03-24 10:50:00.0;2019-03-27 15:50:00.0;
NRT213059;AF;0406/24;NRT;SCL;;2019-03-24 10:55:00.0;2019-03-25 10:15:00.0;
PEN498693;KE;350/24;PEN;ICN;;2019-03-24 10:55:00.0;2019-03-24 17:55:00.0;
05770183330;AF;0406/24;NRT;SCL;;2019-03-24 10:55:00.0;2019-03-25 10:15:00.0;
18052200094;KE;350/24;PEN;ICN;;2019-03-24 10:55:00.0;2019-03-24 17:55:00.0;
99954896704;CA;192/24;TPE;PVG;;2019-03-24 10:55:00.0;2019-03-24 12:45:00.0;
NRT212740;LO;080/24;NRT;WAW;;2019-03-24 10:55:00.0;2019-03-24 14:25:00.0;
JNB052708;;QR1364;JNB;;;2019-03-24 10:57:00.0;;
JNB052691;;QR1364;JNB;LEJ;;2019-03-24 10:57:00.0;2019-03-26 10:57:00.0;
JNB052709;;QR1364;JNB;;;2019-03-24 10:57:00.0;;
JNB052694;;QR1364;JNB;RTM;;2019-03-24 10:57:00.0;2019-03-26 10:57:00.0;
JNB052715;;QR1364;JNB;;;2019-03-24 10:57:00.0;;
15751502194;;QR1364;JNB;;;2019-03-24 10:57:00.0;2019-03-26 10:57:00.0;
AMS103015;UX;1098;AMS;EZE;;2019-03-24 11:00:00.0;2019-03-26 07:35:00.0;
AMS103018;UX;1098;AMS;EZE;;2019-03-24 11:00:00.0;2019-03-26 07:35:00.0;
SGN577214;MH;070/26;SGN;NRT;;2019-03-24 11:00:00.0;2019-03-26 18:00:00.0;
AMS103017;UX;1098;AMS;EZE;;2019-03-24 11:00:00.0;2019-03-26 07:35:00.0;
AMS103020;UX;1098;AMS;EZE;;2019-03-24 11:00:00.0;2019-03-26 07:35:00.0;
05781237973;AF;224/25;TPE;FRA;;2019-03-24 11:00:00.0;2019-03-26 13:15:00.0;
23241808896;MH;070/26;SGN;NRT;;2019-03-24 11:00:00.0;2019-03-26 18:00:00.0;
SGN577216;MH;070/26;SGN;NRT;;2019-03-24 11:00:00.0;2019-03-26 18:00:00.0;
SGN577244;MH;070/26;SGN;NRT;;2019-03-24 11:00:00.0;2019-03-26 18:00:00.0;
02034836174;LH;766;STR;BOM;;2019-03-24 11:10:00.0;2019-03-24 23:55:00.0;
02037532294;LH;766;MUC;BOM;;2019-03-24 11:10:00.0;2019-03-24 23:55:00.0;
CVG505672;QR;704;JFK;BLR;;2019-03-24 11:15:00.0;2019-03-26 02:00:00.0;
16047793200;CX;111/24;SGN;SYD;;2019-03-24 11:15:00.0;2019-03-25 07:25:00.0;
SGN577679;CX;111/24;SGN;SYD;;2019-03-24 11:15:00.0;2019-03-25 23:55:00.0;
CDG129755;AA;063;CDG;MIA;;2019-03-24 11:20:00.0;2019-03-24 15:10:00.0;
88100781314;DE;2168;FMO;LIM;;2019-03-24 11:30:00.0;2019-03-26 12:43:00.0;
CDG130079;AA;049;CDG;ORD;;2019-03-24 11:30:00.0;2019-03-25 09:50:00.0;
CDG130081;AA;049;CDG;ORD;;2019-03-24 11:30:00.0;2019-03-25 09:50:00.0;
CDG129877;AA;049;CDG;DFW;;2019-03-24 11:30:00.0;2019-03-24 14:55:00.0;
CDG129879;AA;049;CDG;DFW;;2019-03-24 11:30:00.0;2019-03-24 14:55:00.0;
CDG130070;AA;049;CDG;DFW;;2019-03-24 11:30:00.0;2019-03-24 14:55:00.0;
01641173742;UA;135;LUG;EWR;;2019-03-24 11:35:00.0;2019-03-24 14:00:00.0;
01641173731;UA;777;LUG;EWR;;2019-03-24 11:35:00.0;2019-03-25 14:00:00.0;
23565490316;TK;350;YYZ;ALA;;2019-03-24 11:35:00.0;2019-03-27 05:45:00.0;
01630571531;UA;0819;ORD;EZE;;2019-03-24 11:50:00.0;2019-03-25 10:20:00.0;
ZRH909667;EY;074;ZRH;DXB;;2019-03-24 11:55:00.0;2019-03-25 09:00:00.0;
ZRH909548;EY;074;ZRH;DXB;;2019-03-24 11:55:00.0;2019-03-25 09:00:00.0;
ZRH909634;EY;074;ZRH;DXB;;2019-03-24 11:55:00.0;2019-03-25 09:00:00.0;
ZRH909670;SQ;345;ZRH;TAO;;2019-03-24 12:00:00.0;2019-03-26 07:30:00.0;
QGL349169;SQ;345;ZRH;PEK;;2019-03-24 12:00:00.0;2019-03-25 23:00:00.0;
00155493745;AA;262;PEK;MIA;;2019-03-24 12:00:00.0;2019-03-25 10:00:00.0;
56614546490;PS;272/24;BKK;KBP;;2019-03-24 12:05:00.0;2019-03-24 18:25:00.0;
CDG129726;CX;260;CDG;HKG;;2019-03-24 12:20:00.0;2019-03-25 06:15:00.0;
CDG129292;CX;260;CDG;HKG;;2019-03-24 12:20:00.0;2019-03-25 06:15:00.0;
LHR300151;BA;249;LHR;GIG;;2019-03-24 12:30:00.0;2019-03-24 20:15:00.0;
17233917321;CV;7957;SIN;LUX;;2019-03-24 12:40:00.0;2019-03-24 20:35:00.0;
17231730801;CV;7977/24;BKK;LUX;;2019-03-24 12:45:00.0;2019-03-24 20:50:00.0;
72400649305;LX;188;DUS;PVG;;2019-03-24 13:05:00.0;2019-03-25 07:05:00.0;
LHR300150;AI;130;LHR;KIX;;2019-03-24 13:15:00.0;2019-03-28 12:05:00.0;
NRT213042;OZ;101/24;NRT;ICN;;2019-03-24 13:20:00.0;2019-03-24 15:55:00.0;
CVG505649;CI;5147;ORD;CGK;;2019-03-24 13:20:00.0;2019-03-26 13:10:00.0;
NRT213087;OZ;101/24;NRT;ICN;;2019-03-24 13:20:00.0;2019-03-24 15:55:00.0;
NRT213043;OZ;101/24;NRT;ICN;;2019-03-24 13:20:00.0;2019-03-24 15:55:00.0;
ZRH909684;DL;407;ZRH;ATL;;2019-03-24 13:20:00.0;2019-03-27 11:00:00.0;
LIL900682;AC;871;CDG;YUL;;2019-03-24 13:25:00.0;2019-03-24 15:55:00.0;
SGN577219;QZ;201/25;SGN;CGK;;2019-03-24 13:25:00.0;2019-03-25 15:30:00.0;
80704347593;QZ;201/25;SGN;CGK;;2019-03-24 13:25:00.0;2019-03-25 15:30:00.0;
MIL149496;CA;950;MIL;PEK;;2019-03-24 13:30:00.0;2019-03-25 06:00:00.0;
MIL149515;CA;950;MIL;PEK;;2019-03-24 13:30:00.0;2019-03-25 06:00:00.0;
ZRH909647;CX;382;ZRH;PVG;;2019-03-24 13:30:00.0;2019-03-25 16:30:00.0;
AMS103013;KL;691;AMS;YYZ;;2019-03-24 13:30:00.0;2019-03-24 16:35:00.0;
ZRH909666;CX;382;ZRH;PVG;;2019-03-24 13:30:00.0;2019-03-25 16:30:00.0;
CDG129740;AF;276;CDG;NRT;;2019-03-24 13:30:00.0;2019-03-25 09:50:00.0;
ZRH909682;CX;382;ZRH;PVG;;2019-03-24 13:30:00.0;2019-03-25 16:30:00.0;
21724584652;TG;0564;MUC;HAN;;2019-03-24 13:35:00.0;2019-03-25 19:20:00.0;
CVG505664;6R;501;ORD;MEX;;2019-03-24 13:45:00.0;2019-03-24 17:45:00.0;
ORD418979;6R;501;ORD;MEX;;2019-03-24 13:45:00.0;2019-03-24 17:45:00.0;
CLT913203;6R;501;ORD;MEX;;2019-03-24 13:45:00.0;2019-03-24 17:45:00.0;
CDG129743;AF;662;CDG;DXB;;2019-03-24 13:55:00.0;2019-03-24 22:55:00.0;
04703995036;TP;075;MXP;GIG;;2019-03-24 14:00:00.0;2019-03-25 16:00:00.0;
MIL148772;TP;829;MIL;GIG;;2019-03-24 14:00:00.0;2019-03-25 16:00:00.0;
88102455320;DE;2438;MIL;CUR;;2019-03-24 14:00:00.0;2019-03-25 08:00:00.0;
91013309100;WY;9203/26;BKK;AMS;;2019-03-24 14:20:00.0;2019-03-27 12:00:00.0;
29774000791;CI;5384/27;KUL;MIA;;2019-03-24 14:25:00.0;2019-03-27 08:10:00.0;
KUL034448;CI;5384/27;KUL;GYE;;2019-03-24 14:25:00.0;2019-03-27 08:10:00.0;
XBQ960581;LY;001;CDG;TLV;;2019-03-24 14:45:00.0;2019-03-24 20:10:00.0;
SGN577672;CV;7337/24;SGN;ZRH;;2019-03-24 15:00:00.0;2019-03-26 23:30:00.0;
PIL121216;QF;7554P;JFK;SYD;;2019-03-24 15:00:00.0;2019-03-26 11:50:00.0;
17608738542;EK;733;FRA;KRT;;2019-03-24 15:15:00.0;2019-03-25 16:40:00.0;
17608738553;EK;733;FRA;KRT;;2019-03-24 15:15:00.0;2019-03-25 16:40:00.0;
LHR300141;AA;079;LHR;DFW;;2019-03-24 15:15:00.0;2019-03-24 19:35:00.0;
17608737330;EK;733;FRA;KRT;;2019-03-24 15:15:00.0;2019-03-25 16:40:00.0;
17608738564;EK;733;FRA;KRT;;2019-03-24 15:15:00.0;2019-03-25 16:40:00.0;
17608738586;EK;733;FRA;KRT;;2019-03-24 15:15:00.0;2019-03-25 16:40:00.0;
17608738575;EK;733;FRA;KRT;;2019-03-24 15:15:00.0;2019-03-25 16:40:00.0;
CVG505662;SK;940;LAX;ARN;;2019-03-24 15:20:00.0;2019-03-25 10:10:00.0;
29778730875;CI;5880;SIN;MNL;;2019-03-24 15:20:00.0;2019-03-24 19:00:00.0;
STL954564;PO;961;ORD;ICN;;2019-03-24 15:20:00.0;2019-03-26 02:05:00.0;
SIN661369;CI;5880;SIN;MNL;;2019-03-24 15:20:00.0;2019-03-24 19:00:00.0;
SIN661319;CI;5880;SIN;MNL;;2019-03-24 15:20:00.0;2019-03-24 19:00:00.0;
13944366383;AM;6923/25;NRT;GDL;;2019-03-24 15:25:00.0;2019-03-26 10:00:00.0;
KIX679678;AM;6923/25;NRT;GDL;;2019-03-24 15:25:00.0;2019-03-26 10:00:00.0;
13944366361;AM;6923/25;NRT;GDL;;2019-03-24 15:25:00.0;2019-03-26 10:00:00.0;
05769833875;AF;0928/25;LHR;LAD;;2019-03-24 15:30:00.0;2019-03-26 06:20:00.0;
61864581705;SQ;255/25;BKK;BNE;;2019-03-24 15:40:00.0;2019-03-25 10:45:00.0;
CDG130013;MS;800;CDG;CAI;;2019-03-24 15:40:00.0;2019-03-24 20:05:00.0;
CDG130022;MS;800;CDG;CAI;;2019-03-24 15:40:00.0;2019-03-24 20:05:00.0;
69515326673;BR;216;SIN;TPE;;2019-03-24 15:45:00.0;2019-03-24 20:15:00.0;
BOM339632;QR;0727/25;BOM;PHL;;2019-03-24 15:55:00.0;2019-03-25 15:20:00.0;
STL954511;AC;7596;ORD;LYS;;2019-03-24 16:05:00.0;2019-03-26 08:00:00.0;
STL954413;AC;7596;ORD;LYS;;2019-03-24 16:05:00.0;2019-03-26 08:00:00.0;
CDG129691;AF;166;CDG;BKK;;2019-03-24 16:05:00.0;2019-03-25 09:15:00.0;
CDG130008;AF;166;CDG;BKK;;2019-03-24 16:05:00.0;2019-03-25 09:15:00.0;
61864298905;SQ;4283/25;SGN;AKL;;2019-03-24 16:15:00.0;2019-03-26 09:30:00.0;
SGN577712;SQ;4283/25;SGN;AKL;;2019-03-24 16:15:00.0;2019-03-26 23:55:00.0;
CVG505656;QR;8112;ORD;BKK;;2019-03-24 16:25:00.0;2019-03-26 18:50:00.0;
16003215074;CX;888/25;BKK;YVR;;2019-03-24 16:30:00.0;2019-03-25 21:25:00.0;
69512656162;BR;697;DFW;TPE;;2019-03-24 16:40:00.0;2019-03-25 23:50:00.0;
01621306876;UA;4001/24;NRT;ATL;;2019-03-24 16:55:00.0;2019-03-26 12:00:00.0;
01400505083;AC;1944;YUL;BOG;;2019-03-24 17:00:00.0;2019-03-25 21:15:00.0;
15752319013;QR;0806;BUD;NRT;;2019-03-24 17:00:00.0;2019-03-26 17:55:00.0;
WDT001998;7L;264;LUX;PVG;;2019-03-24 17:00:00.0;2019-03-25 16:00:00.0;
WDT002000;7L;264;LUX;PVG;;2019-03-24 17:00:00.0;2019-03-25 16:00:00.0;
STR076067;7L;264;LUX;PVG;;2019-03-24 17:00:00.0;2019-03-25 16:00:00.0;
WDT001997;7L;264;LUX;PVG;;2019-03-24 17:00:00.0;2019-03-25 16:00:00.0;
QGL348536;7L;264;LUX;PVG;;2019-03-24 17:00:00.0;2019-03-25 16:00:00.0;
FRA044256;7L;264;LUX;PVG;;2019-03-24 17:00:00.0;2019-03-25 16:00:00.0;
WDT001999;7L;264;LUX;PVG;;2019-03-24 17:00:00.0;2019-03-25 16:00:00.0;
WDT002001;7L;264;LUX;PVG;;2019-03-24 17:00:00.0;2019-03-25 16:00:00.0;
LHR300010;7L;264;LUX;PVG;;2019-03-24 17:00:00.0;2019-03-25 16:00:00.0;
61865900030;SQ;836;SIN;PVG;;2019-03-24 17:05:00.0;2019-03-24 22:20:00.0;
17603260950;EK;0785/25;DME;ABV;;2019-03-24 17:10:00.0;2019-03-25 15:15:00.0;
HAM004812;CV;7767;LUX;HSV;;2019-03-24 17:20:00.0;2019-03-24 20:20:00.0;
QGL348271;CV;7767;LUX;HSV;;2019-03-24 17:20:00.0;2019-03-24 20:20:00.0;
HAM004831;CV;7767;LUX;HSV;;2019-03-24 17:20:00.0;2019-03-24 20:20:00.0;
HAM004653;CV;7767;LUX;HSV;;2019-03-24 17:20:00.0;2019-03-24 20:20:00.0;
FRA043295;CV;7767;LUX;HSV;;2019-03-24 17:20:00.0;2019-03-24 20:20:00.0;
CVG505671;CZ;438;ORD;PVG;;2019-03-24 17:35:00.0;2019-03-25 21:00:00.0;
AMS102967;KE;510;AMS;ICN;;2019-03-24 17:35:00.0;2019-03-25 13:50:00.0;
01641408964;UA;720/24;NRT;ORD;;2019-03-24 17:45:00.0;2019-03-25 17:30:00.0;
60783296684;EY;007/25;NRT;FRA;;2019-03-24 17:55:00.0;2019-03-25 14:20:00.0;
60783296813;EY;206/25;NRT;BOM;;2019-03-24 17:55:00.0;2019-03-26 02:45:00.0;
08142814951;QF;024/24;BKK;SYD;;2019-03-24 18:00:00.0;2019-03-25 07:30:00.0;
08142814866;QF;024/24;BKK;SYD;;2019-03-24 18:00:00.0;2019-03-25 07:30:00.0;
CVG505648;5Y;039;MIA;MAO;;2019-03-24 18:00:00.0;2019-03-24 23:00:00.0;
08142814936;QF;024/24;BKK;SYD;;2019-03-24 18:00:00.0;2019-03-25 07:30:00.0;
60782513605;EY;9136/26;BKK;AMS;;2019-03-24 18:05:00.0;2019-03-28 12:00:00.0;
61864581786;SQ;225/25;BKK;PER;;2019-03-24 18:30:00.0;2019-03-25 05:25:00.0;
LHR300137;BA;043;LHR;CPT;;2019-03-24 18:50:00.0;2019-03-25 07:45:00.0;
58019767974;RU;157;MUC;PVG;;2019-03-24 18:55:00.0;2019-03-26 02:00:00.0;
MUC027954;RU;674;MUC;PVG;;2019-03-24 18:55:00.0;2019-03-26 02:00:00.0;
CDG129741;OZ;502;CDG;ICN;;2019-03-24 19:00:00.0;2019-03-25 13:50:00.0;
16003215085;CX;702/24;BKK;HKG;;2019-03-24 19:10:00.0;2019-03-24 22:50:00.0;
SGN577687;QR;8155/26;SGN;GOT;;2019-03-24 19:15:00.0;2019-03-26 11:45:00.0;
15751311374;QR;8155/26;SGN;LUX;;2019-03-24 19:15:00.0;2019-03-26 11:45:00.0;
SGN577688;QR;8155/26;SGN;BRN;;2019-03-24 19:15:00.0;2019-03-26 11:45:00.0;
SGN577734;QR;8155/26;SGN;LYS;;2019-03-24 19:15:00.0;2019-03-26 11:45:00.0;
13152508120;JL;879/24;NRT;PVG;;2019-03-24 19:25:00.0;2019-03-24 21:45:00.0;
SAO758260;QT;0842/24;VCP;BOG;;2019-03-24 20:00:00.0;2019-03-26 23:30:00.0;
17609461410;EK;0043/25;BLR;FRA;;2019-03-24 20:10:00.0;2019-03-25 07:35:00.0;
BLR879313;EK;0043/25;BLR;ZIW;;2019-03-24 20:10:00.0;2019-03-26 10:35:00.0;
BLR879314;EK;0043/25;BLR;ZIW;;2019-03-24 20:10:00.0;2019-03-26 10:30:00.0;
CDG129328;MU;570;CDG;PVG;;2019-03-24 20:25:00.0;2019-03-18 13:30:00.0;2019-03-18 23:58
SIN661279;QF;082;SIN;SYD;;2019-03-24 20:30:00.0;2019-03-25 07:35:00.0;
08152381103;QF;082;SIN;SYD;;2019-03-24 20:30:00.0;2019-03-25 07:35:00.0;
91013309111;WY;9303/26;BKK;AMS;;2019-03-24 20:40:00.0;2019-03-27 12:00:00.0;
17602900516;EK;608;DUS;KHI;;2019-03-24 20:45:00.0;2019-03-25 18:05:00.0;
DUS015510;EK;058;DUS;KHI;;2019-03-24 20:45:00.0;2019-03-25 18:05:00.0;
CVG505498;QT;712;MIA;GIG;;2019-03-24 21:00:00.0;2019-03-26 07:35:00.0;
CVG505666;QT;712;MIA;GIG;;2019-03-24 21:00:00.0;2019-03-26 07:35:00.0;
15751724761;QR;764;YUL;DOH;;2019-03-24 21:00:00.0;2019-03-25 16:50:00.0;
05756850883;AF;646/25;CAB;LHR;;2019-03-24 21:10:00.0;2019-03-25 05:30:00.0;
23532555084;TK;706/27;ATL;KBL;;2019-03-24 21:25:00.0;2019-03-27 06:50:00.0;
02072897064;LH;8387/24;NRT;FRA;;2019-03-24 21:25:00.0;2019-03-25 06:25:00.0;
NRT213017;LH;8387/24;NRT;STR;;2019-03-24 21:25:00.0;2019-03-29 06:25:00.0;
29778985874;CI;5118/24;TPE;LAX;;2019-03-24 21:25:00.0;2019-03-24 21:25:00.0;
CLT913109;TK;032;ATL;KBL;;2019-03-24 21:25:00.0;2019-03-27 06:50:00.0;
STL954573;UA;845;ORD;GRU;;2019-03-24 21:30:00.0;2019-03-25 09:45:00.0;
STL954572;UA;845;ORD;GRU;;2019-03-24 21:30:00.0;2019-03-25 09:45:00.0;
CDG129963;WY;132;CDG;CGK;;2019-03-24 21:40:00.0;2019-03-26 13:30:00.0;
CDG129748;WY;132;CDG;KUL;;2019-03-24 21:40:00.0;2019-03-26 08:10:00.0;
WDT002002;CV;7987;LUX;PVG;;2019-03-24 21:45:00.0;2019-03-25 21:45:00.0;
WDT002003;CV;7987;LUX;PVG;;2019-03-24 21:45:00.0;2019-03-25 21:45:00.0;
72969149006;AV;055;MUC;BOG;;2019-03-24 21:45:00.0;2019-03-25 03:45:00.0;
27201650994;K4;1420;DUS;PHL;;2019-03-24 22:00:00.0;2019-03-26 10:00:00.0;
61526321105;QY;001/25;MMX;LOS;;2019-03-24 22:00:00.0;2019-03-25 22:00:00.0;
ZRH909680;EK;086;ZRH;BLR;;2019-03-24 22:15:00.0;2019-03-26 03:00:00.0;
ZRH909657;EK;086;ZRH;BLR;;2019-03-24 22:15:00.0;2019-03-26 03:00:00.0;
01642714276;UA;0896/25;GRU;MSY;;2019-03-24 22:15:00.0;2019-03-25 23:59:00.0;
ZRH909683;EK;086;ZRH;BLR;;2019-03-24 22:15:00.0;2019-03-26 03:00:00.0;
01642714173;UA;5896/24;GRU;IAH;;2019-03-24 22:30:00.0;2019-03-25 23:30:00.0;
15751409724;QR;0986/24;GRU;KUL;;2019-03-24 22:30:00.0;2019-03-25 23:30:00.0;
07422852480;KL;0074/24;VCP;UIO;;2019-03-24 22:30:00.0;2019-03-25 23:30:00.0;
02090214040;LH;0462/24;VCP;MIA;;2019-03-24 22:30:00.0;2019-03-25 23:30:00.0;
15751409691;QR;0556/24;GRU;BOM;;2019-03-24 22:30:00.0;2019-03-25 23:30:00.0;
72969121883;AV;0261/26;MVD;GIG;;2019-03-24 22:30:00.0;2019-03-26 06:35:00.0;
15751411290;QR;0572/24;GRU;BLR;;2019-03-24 22:30:00.0;2019-03-25 23:30:00.0;
72969121894;QT;0880/24;MVD;BOG;;2019-03-24 22:30:00.0;2019-03-25 02:30:00.0;
LAX772460;BR;619;LAX;PEN;;2019-03-24 22:45:00.0;2019-03-27 07:30:00.0;
CVG505652;BR;619;LAX;BKK;;2019-03-24 22:45:00.0;2019-03-27 11:50:00.0;
23534321663;TK;0828;YUL;BEY;;2019-03-24 22:45:00.0;2019-03-27 02:35:00.0;
23533948913;TK;1955/26;BKK;AMS;;2019-03-24 22:50:00.0;2019-03-26 21:20:00.0;
17607371991;EK;0000/24;BCN;JED;;2019-03-24 23:00:00.0;2019-03-26 23:00:00.0;
72968780784;QT;832/29;MAO;MEX;;2019-03-24 23:00:00.0;2019-03-29 23:00:00.0;
72968780806;QT;832/29;MAO;MEX;;2019-03-24 23:00:00.0;2019-03-29 23:00:00.0;
DFW203383;5X;352;MIA;SAL;;2019-03-24 23:00:00.0;2019-03-25 00:37:00.0;
72968780795;QT;830/29;MAO;MEX;;2019-03-24 23:00:00.0;2019-03-29 23:00:00.0;
MAO311964;QT;830/29;MAO;MEX;;2019-03-24 23:00:00.0;2019-03-29 23:00:00.0;
72968780810;QT;832/29;MAO;MEX;;2019-03-24 23:00:00.0;2019-03-29 23:00:00.0;
MAO311963;QT;832/29;MAO;MEX;;2019-03-24 23:00:00.0;2019-03-29 23:00:00.0;
MAO311965;QT;832/29;MAO;MEX;;2019-03-24 23:00:00.0;2019-03-29 23:00:00.0;
MAO311966;QT;832/29;MAO;MEX;;2019-03-24 23:00:00.0;2019-03-29 23:00:00.0;
00637441283;DL;104/24;GRU;ATL;;2019-03-24 23:00:00.0;2019-03-25 10:00:00.0;
BCN202007;EK;0000/24;BCN;DXB;;2019-03-24 23:00:00.0;2019-03-25 12:00:00.0;
17234441072;CV;8387;MRS;SJU;;2019-03-24 23:00:00.0;2019-03-25 09:00:00.0;
17607372002;EK;0000/26;BCN;JED;;2019-03-24 23:00:00.0;2019-03-26 23:00:00.0;
23565490110;TK;350;YYZ;ALA;;2019-03-24 23:00:00.0;2019-03-27 06:00:00.0;
MAO311936;M3;8080/28;MAO;BOS;;2019-03-24 23:00:00.0;2019-03-28 23:00:00.0;
23565490305;K;123;YYZ;TBS;;2019-03-24 23:00:00.0;2019-03-26 05:00:00.0;
CVG505651;MF;830;LAX;XMN;;2019-03-24 23:10:00.0;2019-03-26 05:20:00.0;
05781237413;AF;830;SIN;PNR;;2019-03-24 23:10:00.0;2019-03-26 18:45:00.0;
SIN661344;AF;257;SIN;PNR;;2019-03-24 23:10:00.0;2019-03-26 18:45:00.0;
11250200533;CK;288;SIN;BKK;;2019-03-24 23:30:00.0;2019-03-25 00:15:00.0;
SIN661266;CK;288;SIN;BKK;;2019-03-24 23:30:00.0;2019-03-25 00:15:00.0;
SIN661269;CK;288;SIN;BKK;;2019-03-24 23:30:00.0;2019-03-25 00:15:00.0;
11250786761;CK;288;SIN;BKK;;2019-03-24 23:30:00.0;2019-03-25 00:15:00.0;
05782130016;AF;0228;CDG;EZE;;2019-03-24 23:35:00.0;2019-03-25 09:40:00.0;
05782130020;AF;0228;CDG;EZE;;2019-03-24 23:35:00.0;2019-03-25 09:40:00.0;
05782130031;AF;0228;CDG;EZE;;2019-03-24 23:35:00.0;2019-03-25 09:40:00.0;
23532232443;TK;1955/25;BKK;AMS;;2019-03-24 23:50:00.0;2019-03-25 21:20:00.0;
02083087804;LH;791;SIN;MUC;;2019-03-24 23:55:00.0;2019-03-25 05:55:00.0;
TSN600160;SQ;7789;TSN;JNB;;2019-03-22 00:00:00.0;2019-03-23 00:00:00.0;
TSN600161;AY;086;PEK;HEL;;2019-03-22 00:00:00.0;2019-03-22 00:00:00.0;
61865378924;SQ;7789;TSN;JNB;;2019-03-22 00:00:00.0;2019-03-23 00:00:00.0;
10570401203;AY;086;PEK;HEL;;2019-03-22 00:00:00.0;2019-03-22 00:00:00.0;
61867461962;SQ;801;PEK;SIN;;2019-03-22 00:00:00.0;2019-03-22 10:00:00.0;
99955466213;CA;179;PEK;MNL;;2019-03-22 00:00:00.0;2019-03-23 00:00:00.0;
17608582814;EK;584;ZRH;DAC;;2019-03-22 00:00:00.0;2019-03-23 00:00:00.0;
58019471465;RU;422;PEK;FRA;;2019-03-22 00:00:00.0;2019-03-22 00:00:00.0;
02092855151;LH;8431;PEK;FRA;;2019-03-22 00:00:00.0;2019-03-22 00:00:00.0;
08670843614;NZ;030/24;PER;BUE;;2019-03-22 00:00:00.0;2019-03-24 00:00:00.0;
PER801756;NZ;030/24;PER;BUE;;2019-03-22 00:00:00.0;2019-03-24 00:00:00.0;
DLC300282;EY;889;DLC;JNB;;2019-03-22 00:00:00.0;2019-03-25 00:00:00.0;
15751602132;QR;1126;IAH;MCT;;2019-03-22 00:00:00.0;2019-03-24 15:55:00.0;
PER801754;SQ;494/22;PER;DXB;;2019-03-22 00:00:00.0;2019-03-22 00:00:00.0;
69516216771;BR;715;PEK;KHH;;2019-03-22 00:00:00.0;2019-03-23 10:00:00.0;
02092855114;LH;8431;PEK;FRA;;2019-03-22 00:00:00.0;2019-03-22 00:00:00.0;
02092855184;LH;8431;PEK;GOT;;2019-03-22 00:00:00.0;2019-03-25 00:00:00.0;
72401091171;LX;197;PEK;GRU;;2019-03-22 00:00:00.0;2019-03-23 00:00:00.0;
58019471443;RU;422;PEK;FRA;;2019-03-22 00:00:00.0;2019-03-22 00:00:00.0;
TSN600173;LH;8431;TSN;JNB;;2019-03-22 00:00:00.0;2019-03-26 00:00:00.0;
58019816506;RU;452/23;PVG;ORD;;2019-03-22 00:00:00.0;2019-03-24 05:00:00.0;
02092855140;LH;8431;PEK;OPO;;2019-03-22 00:00:00.0;2019-03-22 00:00:00.0;
02092855173;LH;8431;PEK;FRA;;2019-03-22 00:00:00.0;2019-03-22 00:00:00.0;
99954457211;CA;961;PEK;NUE;;2019-03-22 00:00:00.0;2019-03-26 00:00:00.0;
ZHV247307;CX;382;BRN;PVG;;2019-03-22 00:00:00.0;2019-03-29 00:00:00.0;
